Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1408112,CC1(C)CC(NC(=O)c2ccc3c(c2)OCO3)CC(C)(C)N1,
CHEMBL1437281,CC(C)c1cc(CN(C)C)c(O)c(C(C)(C)C)c1,
CHEMBL1536759,Cc1ccc(NC(=O)NNC(=O)Cn2nc(-c3ccccc3)c(-c3ccccc3)c(C#N)c2=O)cc1,
CHEMBL375123,Cn1ncc2c(Cl)ncnc21,
CHEMBL479219,CCCSc1nnc(CSc2nc3nc(C)cc(C)n3n2)o1,
CHEMBL1487281,CC(C)N(CC(=O)O)CC(=O)O,
CHEMBL1369242,Cn1c(C[C@@H](O)c2nc3ccccc3n2C)nc2ccccc21,
CHEMBL3208361,Cc1cc(C)n(-c2nnc(C)n2/N=C/c2ccccc2OCc2ccccc2Cl)n1,5.65
CHEMBL1406491,COn1c(-c2ccccc2)nc2c1CCc1nonc1-2,4.5
CHEMBL1547410,CCC(=O)Nc1cccc(-c2nnc(-c3cccc(NC(=O)CC)c3)o2)c1,4.85
CHEMBL1462862,CCOc1ccc(OCC)c(-c2c(=O)n(OCc3ccc(C(C)(C)C)cc3)c3ccccc3[n+]2[O-])c1,4.9
CHEMBL3234574,CN1CCN(c2cc(N3CCCC[C@H]3C(=O)NCCc3ccc(C#N)cc3)nc(C(F)(F)F)n2)CC1,6.4
CHEMBL3236663,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2nnc(CC(=O)O)[nH]2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,
CHEMBL1551367,C1C[C@@H]2CN(CCCN3CCOCC3)[C@@H](C1)O2,
CHEMBL1372028,Brc1ccc2cccnc2c1,
CHEMBL1741354,NC(=O)C[S+]([O-])C[C@H](N)C(=O)O,
CHEMBL1317928,CC(=O)OC[C@H]1O[C@@H](ON=C(C)C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,
CHEMBL3236948,,
CHEMBL1491551,Cc1ccccc1NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,
CHEMBL1358072,CC(=O)Nc1c(C)cc(OCC(=O)O)cc1C,
CHEMBL1406712,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1cccs1,4.7
CHEMBL1496056,COc1ccc(OC)c(C(=O)CSc2nnc(Cc3cccs3)n2CCc2ccccc2)c1,4.4
CHEMBL151646,CCCCOc1ccc(-c2cccnc2)cc1,4.53
CHEMBL1835918,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,
CHEMBL1445999,CN1C(=O)C(=C(N)COc2ccccc2)C(=O)N(C)C1=O,
CHEMBL504911,Nc1nc(-c2ccco2)nn1C(=O)c1ccc(Cl)cc1,
CHEMBL1566341,O=CN1CCN(C[C@H](O)CN2CCCCC2)CC1,
CHEMBL1742107,Clc1ccc(-n2nnnc2CN2CCOCC2)cc1,
CHEMBL1480554,c1ccc(CN2CCC3(CC2)SSC2(CCN(Cc4ccccc4)CC2)SS3)cc1,
CHEMBL116943,C1CCc2nnnn2CC1,
CHEMBL1742125,CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OC/C=C(\C)CCC=C(C)C)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,
CHEMBL1514221,Cc1ccc(S(=O)(=O)n2c3ccccc3c3nnc(C(=O)c4ccccc4)nc32)cc1,5.4
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,
CHEMBL1401455,O=C(CCCc1ccccn1)c1ccccc1,
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,
CHEMBL1606711,c1cc(NNc2cccc(-c3nnn[nH]3)c2)cc(-c2nnn[nH]2)c1,
CHEMBL1360767,CCOC(=O)COc1c(OC)cc(Cl)cc1C1Nc2ccccc2C(=O)N1c1cccc(C)c1,5.4
CHEMBL1413962,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCc4ccccn4)c3C[C@H]2CN1C(=O)c1ccccc1,6.1
CHEMBL1359379,CCC(CC)c1nnc(NC(=O)C2COc3ccccc3O2)s1,
CHEMBL161343,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,4.6
CHEMBL1430600,COCCNC(=O)COC(=O)/C=C/c1cnc2ccccc2n1,
CHEMBL1336793,CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(C)c2n1,5
CHEMBL1432466,CC1CCc2c(C(=O)Nc3nccs3)csc2C1,
CHEMBL1332286,Cc1ccc2c(c1)NCC(C(=O)NC1CCCCC1)O2,4.5
CHEMBL1439126,Cc1cc(Cl)ccc1OCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,
CHEMBL1331974,O=C(NNC(=O)c1cc2cc3ccccc3nc2s1)c1cccc(Cl)c1,
CHEMBL1418437,COc1ccc(N2C(=O)NC(=O)/C(=C(/C)NCCCn3ccnc3)C2=O)cc1,
CHEMBL3194569,CSCCC(/N=C/C1=C(O)OC(C)(C)OC1=O)C(=O)O,
CHEMBL1333135,COC(=O)C1=C(C)NC(=O)NC1c1ccsc1,
CHEMBL1383496,CCOC(=O)C1=C(c2ccccc2)OC(N)=C(C#N)C1c1ccc(Cl)s1,
CHEMBL1741499,CC1(C)[C@@H](CC(=O)O)CCC[C@@H]1CC(=O)O,
CHEMBL1741904,COCC(=O)N1CCC2(CCN(Cc3nccs3)CC2)CC1,
CHEMBL1324665,c1ccc(CCN2CCOCC2)nc1,
CHEMBL1542592,O=S1(=O)C=C(Oc2ccc3ccccc3c2)c2ccccc21,
CHEMBL1377591,C[C@@]12Cc3cnc(-c4ccccc4)nc3C[C@@H]1CC[C@H]1[C@@H]2CC[C@]2(C)[C@@H]1CC[C@@]2(C)O,
CHEMBL1599438,Cc1ccc(CSc2nc3ccccc3cc2C=O)cc1,
CHEMBL1418130,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc(OC)c1OC,4.8
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,5.2
CHEMBL1454249,Cc1ccccc1NC(=O)OCc1cn(-c2ccc(Cl)cc2)nn1,6.1
CHEMBL1356390,C=C1C(=O)O[C@@H]2[C@@H]1CC/C(C)=C\CC[C@@]1(C)O[C@H]21,4.9
CHEMBL1386709,O=C(CCN1CCc2ccccc2C1)Nc1ccc(F)cc1,4.8
CHEMBL1596756,COc1ccccc1CNc1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,5.7
CHEMBL1462816,Cc1ccc(C)c(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,5.85
CHEMBL1320565,FC(F)(F)c1ccccc1-c1nc(NCCN2CCOCC2)c2ccccc2n1,5.1
CHEMBL1512833,CC(=O)NCCNc1nc(-c2cccc(C#N)c2)nc2ccccc12,4.8
CHEMBL1380031,C/C(Cl)=C/CSc1nnc2n(N)c(=O)c3ccccc3n12,4.95
CHEMBL333826,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,5.8
CHEMBL1474185,CC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,4.9
CHEMBL1354141,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,4.7
CHEMBL1499076,NC(=Nc1ccccc1C(F)(F)F)Nc1nc(O)c2c(n1)CCC2,
CHEMBL221137,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,
CHEMBL1523390,NNc1nncn1N,
CHEMBL1487532,C[C@H]1O[C@@H](CC(=O)O)Cc2c(O)c3c(c(O)c21)C(=O)C=C(C1=CC(=O)c2c(O)c4c(c(O)c2C1=O)C[C@H](CC(=O)O)O[C@@H]4C)C3=O,
CHEMBL1560189,CC(=O)N1CCC2(CC1)CCN(c1ccccn1)CC2,
CHEMBL1390056,CCCCCn1nc(-c2ccccc2)c2nc3ccccc3nc21,
CHEMBL1403931,CC(C)NC[C@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,
CHEMBL1407962,CCN(CC)COC(=S)S,
CHEMBL1515925,COc1cc(C)cc(OC)c1/C=C\C(=O)O,
CHEMBL1493274,Cc1cc(C)nc(NN2C(=O)/C(=C/c3ccccc3)SC2=S)n1,
CHEMBL1443168,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(C)c(C)c2)cc1,
CHEMBL1742052,N[C@@H](Cc1cccnn1)C(=O)O,
CHEMBL252310,CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,
CHEMBL1381730,Cc1cc(C(=O)CSc2nnc(N)s2)c(C)n1CCc1ccc(F)cc1,6.5
CHEMBL1396225,O=C(c1ccco1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,4.9
CHEMBL1428732,Cc1ccc(CNC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1,5.75
CHEMBL1517051,N#CCCn1c(=O)c(-c2cccs2)nc2cnc(N3CCOCC3)nc21,4.6
CHEMBL1394135,Cc1cc(C)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,4.9
CHEMBL1434975,N=C(N)N/N=C(/c1ccccc1)c1ccc(O)cc1O,5.4
CHEMBL1376048,C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,5.05
CHEMBL1489033,Cc1ccc(-c2csc(N3CCC(NS(=O)(=O)c4ccc5c(c4)OCCO5)CC3)n2)cc1,
CHEMBL1450864,Cc1ccc(CNC(=O)CCNC(=O)c2ccco2)cc1,4.65
CHEMBL1411081,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,5.6
CHEMBL1559248,CC1CCCC(C)N1C(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,5
CHEMBL1336316,CCC(Sc1ncccc1C(=O)O)C(=O)N1CCOCC1,
CHEMBL1386749,CCCS(=O)(=O)N1CCCC(C(=O)NCCN(Cc2ccccc2)C(C)C)C1,
CHEMBL1481588,Cc1ccc(S(=O)(=O)NC(=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c2ccc(Cl)cc2)cc1,5.5
CHEMBL1395415,CN1CCN(c2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)CC1,4.9
CHEMBL1836777,Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)s1,
CHEMBL1593486,Cc1cc2c(nc1C)CCCCN2C[C@H](C)O/N=C1\[C@@H]2CCn3c(=O)n(-c4ccccc4)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,5.3
CHEMBL41543,,
CHEMBL1338094,COC(=O)c1ccc(Oc2nc(N(C)C)nc(N3CCOCC3)n2)cc1,
CHEMBL1516313,COc1ncc2ncc(=O)n(C3CC3)c2n1,
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,
CHEMBL291338,,
CHEMBL93645,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,
CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,6
CHEMBL1488179,O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,4.9
CHEMBL1473188,COCC(=O)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,5
CHEMBL1328979,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCc4ccc(O)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,5.3
CHEMBL1512440,O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12,4.8
CHEMBL1399301,C#CCCCC(=O)Nc1ccccc1,4.6
CHEMBL1551477,COc1ccc(C(=O)N2CCC3(CCCN(c4cccc(-c5ccccc5)c4)C3)CC2)cc1,5.1
CHEMBL1330422,CCCc1cc2c(n1Cc1cc(F)cc(F)c1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,5.5
CHEMBL70565,CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21,4.9
CHEMBL1377189,[Na+].c1nc[n-]n1,4.5
CHEMBL2374036,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N/CCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.2
CHEMBL1364808,Cc1ccc(S(=O)(=O)O)cc1.O=C1C(c2ccccn2)=[N+]([O-])c2ccccc21,4.7
CHEMBL1516476,C[N+]1(C)CCc2cc3c(cc2[C@@H]1[C@@H]1C(=O)Oc2c1ccc1c2OCO1)OCO3,4.9
CHEMBL1476139,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1,4.9
CHEMBL1434975,N=C(N)N/N=C(/c1ccccc1)c1ccc(O)cc1O,5.4
CHEMBL1416639,COc1ccc(-n2c(=O)c(-c3ccccc3)nc3cnc(N4CCN(C)CC4)nc32)cc1,4.6
CHEMBL1829433,,
CHEMBL1400238,CC1(C)C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccccc21,4.8
CHEMBL1415804,CCN(CC)CCCCn1c(-c2ccccc2)nc2c(NCc3ccccc3)nc(C)nc21,5.1
CHEMBL2181629,Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,5.37
CHEMBL2181635,Cn1c(-c2ccc(F)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,5.17
CHEMBL1564802,CC1(C(=O)NCCc2c[nH]c3ccccc23)C=CCN1C(=O)c1ccccc1,5
CHEMBL1443445,C[C@H]1C2=C3[C@@H](C[C@H]4C(=O)N(c5ccccc5)C(=O)[C@H]4[C@H]3[C@@]3(Cc4ccccc4)/C(=N\CCc4c[nH]c5ccccc45)OC(=O)N3C2=O)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]12,5.6
CHEMBL259389,Nc1n[nH]c2nc3ccccc3nc12,6.9
CHEMBL250517,NCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,4.6
CHEMBL1554550,CC(=O)OCC1OC(C#CCC2CCCCC2)C=CC1OC(C)=O,5.5
CHEMBL244746,COc1ccccc1-c1oc2ccccc2c(=O)c1O,4.6
CHEMBL1376952,NCCSCc1ccccc1Cl,5.5
CHEMBL115225,O=C(c1c(O)nc2cc(Cl)ccc2c1O)C1CC1,8.49
CHEMBL1553441,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@H]32,4.8
CHEMBL1555567,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,5.4
CHEMBL1592160,COc1cccc(NC(=O)/C=C\c2ccc(Cl)cc2)c1,4.9
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,5.5
CHEMBL340211,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,5.2
CHEMBL1411578,C[C@H]1C2=C3C(CC[C@H]4C(OCc5ccc(F)cc5C(F)(F)F)OC[C@](C)([C@@H]34)N(C(=O)OC(C)(C)C)C2)C(CO)C1CO,4.8
CHEMBL1554579,c1cn(-c2cc(-c3ccc4c(c3)OCO4)ncn2)cn1,6.3
CHEMBL34450,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3[nH]c4ccccc4c3C(C)C)cc2)cc1OC,5.6
CHEMBL1561402,CS(=O)(=O)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,4.9
CHEMBL1561408,COc1cc(C)c(C(=O)Oc2cc(C)c(O)c(C(=O)O)c2C)c(O)c1C=O,4.4
CHEMBL63323,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,4.7
CHEMBL1443923,CC1(C)CC2/C(CO)=C/C=C/[C@](C)(O)CC[C@]21O,4.8
CHEMBL1355982,C=O.C[C@@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c([S+](N)[O-])c1,5.3
CHEMBL1474209,O=C1C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]12,5.4
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,4.9
CHEMBL1355651,Cc1noc(C)c1C(=O)N1CCC2(CCN(C(=O)Nc3ccccc3)CC2)CC1,4.7
CHEMBL419823,COc1ccc(C(OCCN2CCC[C@@H](C(=O)O)C2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,4.5
CHEMBL189568,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1,
CHEMBL612083,CCCN(CCc1ccccc1)[C@H]1CCc2c(O)cccc2C1,4.9
CHEMBL1513300,COc1cccc(Nc2ncc3nc(-c4cccs4)c(=O)n(-c4ccccc4)c3n2)c1,4.7
CHEMBL21241,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,5.4
CHEMBL1324151,CS(=O)(=O)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,4.9
CHEMBL1395523,O=C1[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1c1cccc(Oc2ccccc2)c1,5.1
CHEMBL1488668,Nc1ccccc1C(=O)OCCc1ccccc1,4.9
CHEMBL1481747,CCC/C=C(\CCC)C(NC(=O)c1ccc(C(=O)OC)cc1)c1ccc(C(=O)OC)cc1,4.8
CHEMBL461903,CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O,4.5
CHEMBL1598868,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1cc(C)on1)c1ccccc1,4.5
CHEMBL1434762,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccc(Br)cc1)c1ccccc1,4.6
CHEMBL281764,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,5.1
CHEMBL1337781,Oc1ccc(Cc2cc(Cl)cc(Cl)c2O)cc1Cl,5.4
CHEMBL1323905,CCCc1cc2c(n1CCO)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,5
CHEMBL1331521,,
CHEMBL1515417,O=c1c(-c2cccs2)nc2cncnc2n1Cc1ccccc1,5.2
CHEMBL1434747,Cc1noc(C)c1-c1nccc(NC2CC2)n1,5.6
CHEMBL50112,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(I)cc1,5.1
CHEMBL1572239,CCc1cc2c(nc1CC)CCN(CC/C(C)=N/OC[C@@H](O)[C@@H]1O[C@@H]3OC(C)(C)O[C@@H]3[C@H]1O)C2,5.2
CHEMBL1552353,COCCn1c(=O)c(-c2cccs2)nc2cnc(N3CCN(C)CC3)nc21,4.5
CHEMBL1610735,COC(=O)CCC(C)C1CCC2C3C(O)C[C@@H]4CC(O)CC[C@@]4(C)C3CC(O)[C@]12C,4.7
CHEMBL1552329,Fc1ccc(Nc2ccnc(-c3ccccc3C(F)(F)F)n2)cc1,4.9
CHEMBL1598994,O=S(=O)(c1ccccc1)N1CCC2(CCN(c3ccc(-c4ccccc4)cc3)CC2)CC1,4.7
CHEMBL70582,Nc1ccccc1N,4.7
CHEMBL1210614,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,
CHEMBL1572988,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1,5.7
CHEMBL1415927,COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1.Cl,5.5
CHEMBL1520837,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1,5
CHEMBL1592963,Cc1cnc(CNc2nc(-c3cccnc3)nc3ccccc23)cn1,5.4
CHEMBL1415488,Cc1ccc(S(=O)(=O)NCc2cccc([N+](=O)[O-])c2)cc1,5.4
CHEMBL1257003,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,4.9
CHEMBL1449821,Cc1c2c(nc3ccccc13)-c1cccc(=O)n1C2,4.9
CHEMBL1331284,CCCCC1CN2C(CCC(C)C2c2ccc(Br)cc2)C(=O)O1,5.4
CHEMBL1447746,Cn1c(=O)c2nc(SCCN3CCOCC3)[nH]c2n(C)c1=S,5.5
CHEMBL1434108,COC(=O)CC1C(C)(C)C(O)C2CC3=C4CC(O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O,5.5
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.9
CHEMBL49623,,
CHEMBL1320406,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\O[C@@H](C)c2cn([C@H](CO)Cc3ccccc3)nn2)cc1,5.4
CHEMBL1475241,COc1ccc(C(=O)N2CCC3(CCCN(C(=O)NC(C)C)C3)CC2)cc1,4.7
CHEMBL1325766,COc1ccccc1CCn1c(=O)c(-c2cccs2)nc2cncnc21,5.5
CHEMBL1513812,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,4.8
CHEMBL1451973,N#Cc1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(C(F)(F)F)cc2)C[C@@H]4C3c2ccccc2)cc1,4.6
CHEMBL1490386,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,5.8
CHEMBL1476274,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)COC(=O)C1CCCC1,5.3
CHEMBL1449987,C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,5
CHEMBL1475206,COc1ccc(C[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H]3Cc4ccc(cc4)Oc4cc(ccc4O)C[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N2C)N(C)C3=O)cc1,5.4
CHEMBL1436042,Cn1cc(-c2nc3cnc(N4CCNCC4)nc3n(C)c2=O)c2ccccc21,4.7
CHEMBL47529,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,4.8
CHEMBL1595709,CCOC(=O)O[C@@H](C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@H]2SC1(C)C,5.9
CHEMBL1592452,CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(Cc3ccc(F)cc3)c2n1,4.8
CHEMBL1574160,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1,5.3
CHEMBL2409710,C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(C(F)(F)F)cc3)CC2)NC(=O)NC1=O,
CHEMBL790,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,4.5
CHEMBL1332463,Cc1cccc(CNc2ncnc3ccc(-c4cccnc4)cc23)c1,6
CHEMBL1521440,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(C)c3C[C@H]2CN1C(=O)c1ccccc1,5.4
CHEMBL1489432,CC1CC2(C)Oc3ccccc3C3OCC1(COC(=O)Nc1ccccc1)C(C)C32,5
CHEMBL1514149,COc1ccccc1-c1ccc2ncnc(Nc3ccccc3)c2c1,4.9
CHEMBL1516118,CCCn1c(-c2ccc(F)cc2)nc2c(N(C)CCN(C)C)nc(C)nc21,4.6
CHEMBL1520442,CCCc1cc2c(n1Cc1ccc(OC)cc1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,5.5
CHEMBL1488873,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\O[C@@H](C)c2cn([C@H](CO)Cc3ccccc3)nn2)cc1,5.9
CHEMBL1321561,CCCn1c(-c2ccc(F)cc2)nc2c(N3CCCN(Cc4ccccc4)CC3)nc(C)nc21,5.5
CHEMBL1440534,O=c1n(Cc2cc3c(cc2Cl)OCO3)c(=O)n2n1CC[C@H]1/C(=N\OCc3ccccc3)[C@H]3O[C@@H]3[C@@H](O)[C@@H]12,5.4
CHEMBL1479744,Cc1nc(NC2CCCCC2)c2nc(-c3ccccc3)n(CCCN3CCCCC3C)c2n1,5
CHEMBL1223024,COCCCc1cc(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCN2CCOCC2)c1,
CHEMBL436279,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,5.3
CHEMBL1631540,,
CHEMBL1338358,CCCn1c(C)c(C(=O)c2ccc3ccccc3c2)c2ccccc21,5.5
CHEMBL1475550,CC1=CC(=O)C2C(C)(C)CCC[C@@]2(C)[C@@]1(O)CCc1ccoc1,4.8
CHEMBL1371726,O=C(NCc1ccccc1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,4.9
CHEMBL1603595,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(Cc3nccs3)C2)C1,4.8
CHEMBL1358758,CN(C)C(=O)c1ccc(-c2cncnc2NCCc2cnc[nH]2)cc1,5.2
CHEMBL1516252,CC(=O)N1CC=CC1(CC(C)C)C(=O)NCc1ccc(C)o1,4.8
CHEMBL75124,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,4.6
CHEMBL1318679,COc1ccc2c(c1)OCC(Cc1ccc(OC)c(OC)c1)C2O,5.1
CHEMBL291536,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,5
CHEMBL580421,CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12,4.5
CHEMBL1481608,O=c1c(-c2cc(F)cc(F)c2)nc2cncnc2n1Cc1ccccc1,5.3
CHEMBL1337755,CON(C)C(=O)c1nnc2c3ccccc3n(S(=O)(=O)c3ccc(C)cc3)c2n1,5.5
CHEMBL1513241,N#Cc1cccc(-c2nc3cnc(N4CCNCC4)nc3n(C3CC3)c2=O)c1,4.7
CHEMBL1552294,Cn1c(=O)c(CCc2ccccc2)nc2cncnc21,4.8
